#bedGraph section chr1:0-195471971
chr1	0	250000	nan
chr1	250000	500000	nan
chr1	500000	750000	nan
chr1	750000	1000000	nan
chr1	1000000	1250000	nan
chr1	1250000	1500000	nan
chr1	1500000	1750000	nan
chr1	1750000	2000000	nan
chr1	2000000	2250000	nan
chr1	2250000	2500000	nan
chr1	2500000	2750000	nan
chr1	2750000	3000000	nan
chr1	3000000	3250000	-0.486902
chr1	3250000	3500000	-0.758618
chr1	3500000	3750000	-0.782962
chr1	3750000	4000000	-0.557657
chr1	4000000	4250000	-0.668738
chr1	4250000	4500000	-0.412899
chr1	4500000	4750000	-0.601897
chr1	4750000	5000000	-0.0393949
chr1	5000000	5250000	-0.306856
chr1	5250000	5500000	-0.59662
chr1	5500000	5750000	-0.758419
chr1	5750000	6000000	-0.642196
chr1	6000000	6250000	-0.667843
chr1	6250000	6500000	-0.544979
chr1	6500000	6750000	-0.671404
chr1	6750000	7000000	-0.44115
chr1	7000000	7250000	-0.406164
chr1	7250000	7500000	-0.564196
chr1	7500000	7750000	-0.579957
chr1	7750000	8000000	-0.648664
chr1	8000000	8250000	-0.64113
chr1	8250000	8500000	-0.775437
chr1	8500000	8750000	-0.643321
chr1	8750000	9000000	-0.811209
chr1	9000000	9250000	-0.890975
chr1	9250000	9500000	-0.615975
chr1	9500000	9750000	-0.577615
chr1	9750000	10000000	-0.377501
chr1	10000000	10250000	-0.445581
chr1	10250000	10500000	-0.558341
chr1	10500000	10750000	-0.488179
chr1	10750000	11000000	-0.548061
chr1	11000000	11250000	-0.613724
chr1	11250000	11500000	-0.676653
chr1	11500000	11750000	-0.573574
chr1	11750000	12000000	-0.673994
chr1	12000000	12250000	-0.447848
chr1	12250000	12500000	-0.403346
chr1	12500000	12750000	-0.289411
chr1	12750000	13000000	-0.139506
chr1	13000000	13250000	0.082679
chr1	13250000	13500000	-0.0405618
chr1	13500000	13750000	-0.0348243
chr1	13750000	14000000	-0.310544
chr1	14000000	14250000	-0.315985
chr1	14250000	14500000	-0.387683
chr1	14500000	14750000	-0.648522
chr1	14750000	15000000	-0.428103
chr1	15000000	15250000	-0.58092
chr1	15250000	15500000	-0.575006
chr1	15500000	15750000	-0.474343
chr1	15750000	16000000	0.00215834
chr1	16000000	16250000	0.0958806
chr1	16250000	16500000	-0.207912
chr1	16500000	16750000	-0.224813
chr1	16750000	17000000	0.0164304
chr1	17000000	17250000	-0.329512
chr1	17250000	17500000	-0.578007
chr1	17500000	17750000	-0.667656
chr1	17750000	18000000	-0.596067
chr1	18000000	18250000	-0.5984
chr1	18250000	18500000	-0.696424
chr1	18500000	18750000	-0.694047
chr1	18750000	19000000	-0.580482
chr1	19000000	19250000	-0.46589
chr1	19250000	19500000	-0.563663
chr1	19500000	19750000	-0.639167
chr1	19750000	20000000	-0.650876
chr1	20000000	20250000	-0.589181
chr1	20250000	20500000	-0.29498
chr1	20500000	20750000	-0.265821
chr1	20750000	21000000	-0.280248
chr1	21000000	21250000	-0.161407
chr1	21250000	21500000	-0.0331856
chr1	21500000	21750000	-0.562373
chr1	21750000	22000000	-0.498296
chr1	22000000	22250000	-0.424913
chr1	22250000	22500000	-0.500283
chr1	22500000	22750000	-0.519807
chr1	22750000	23000000	-0.347489
chr1	23000000	23250000	-0.409927
chr1	23250000	23500000	-0.354654
chr1	23500000	23750000	-0.167515
chr1	23750000	24000000	-0.112799
chr1	24000000	24250000	-0.192446
chr1	24250000	24500000	-0.334967
chr1	24500000	24750000	0.360938
chr1	24750000	25000000	-0.463164
chr1	25000000	25250000	-0.402912
chr1	25250000	25500000	-0.647149
chr1	25500000	25750000	-0.642513
chr1	25750000	26000000	-0.653562
chr1	26000000	26250000	-0.710762
chr1	26250000	26500000	-0.725647
chr1	26500000	26750000	-0.758097
chr1	26750000	27000000	-0.530696
chr1	27000000	27250000	-0.655473
chr1	27250000	27500000	-0.645351
chr1	27500000	27750000	-0.721886
chr1	27750000	28000000	-0.693617
chr1	28000000	28250000	-0.479827
chr1	28250000	28500000	-0.57615
chr1	28500000	28750000	-0.607274
chr1	28750000	29000000	-0.635442
chr1	29000000	29250000	-0.675161
chr1	29250000	29500000	-0.71098
chr1	29500000	29750000	-0.390975
chr1	29750000	30000000	-0.576082
chr1	30000000	30250000	-0.468521
chr1	30250000	30500000	-0.551118
chr1	30500000	30750000	-0.500951
chr1	30750000	31000000	-0.335449
chr1	31000000	31250000	-0.431886
chr1	31250000	31500000	-0.556859
chr1	31500000	31750000	-0.709759
chr1	31750000	32000000	-0.708522
chr1	32000000	32250000	-0.748656
chr1	32250000	32500000	-0.821172
chr1	32500000	32750000	-0.505582
chr1	32750000	33000000	-0.625311
chr1	33000000	33250000	-0.588454
chr1	33250000	33500000	-0.375508
chr1	33500000	33750000	-0.13994
chr1	33750000	34000000	0.121624
chr1	34000000	34250000	0.271876
chr1	34250000	34500000	0.279997
chr1	34500000	34750000	0.214437
chr1	34750000	35000000	0.359531
chr1	35000000	35250000	0.0997274
chr1	35250000	35500000	0.175027
chr1	35500000	35750000	0.217693
chr1	35750000	36000000	0.298611
chr1	36000000	36250000	0.37074
chr1	36250000	36500000	0.590889
chr1	36500000	36750000	0.531384
chr1	36750000	37000000	0.548419
chr1	37000000	37250000	0.573314
chr1	37250000	37500000	0.39608
chr1	37500000	37750000	0.518501
chr1	37750000	38000000	0.469002
chr1	38000000	38250000	0.357685
chr1	38250000	38500000	0.268743
chr1	38500000	38750000	0.459054
chr1	38750000	39000000	0.3951
chr1	39000000	39250000	0.392989
chr1	39250000	39500000	0.458629
chr1	39500000	39750000	0.52612
chr1	39750000	40000000	0.439456
chr1	40000000	40250000	0.326957
chr1	40250000	40500000	0.198501
chr1	40500000	40750000	0.197109
chr1	40750000	41000000	0.122961
chr1	41000000	41250000	-0.203045
chr1	41250000	41500000	-0.463752
chr1	41500000	41750000	-0.633818
chr1	41750000	42000000	-0.384312
chr1	42000000	42250000	-0.35713
chr1	42250000	42500000	-0.160023
chr1	42500000	42750000	-0.0104195
chr1	42750000	43000000	0.143576
chr1	43000000	43250000	0.194871
chr1	43250000	43500000	0.134152
chr1	43500000	43750000	0.00481007
chr1	43750000	44000000	0.0825623
chr1	44000000	44250000	-0.255559
chr1	44250000	44500000	-0.196476
chr1	44500000	44750000	-0.476844
chr1	44750000	45000000	-0.515015
chr1	45000000	45250000	0.0186736
chr1	45250000	45500000	-0.628228
chr1	45500000	45750000	-0.378597
chr1	45750000	46000000	-0.347624
chr1	46000000	46250000	-0.243107
chr1	46250000	46500000	-0.352261
chr1	46500000	46750000	-0.375891
chr1	46750000	47000000	-0.337132
chr1	47000000	47250000	-0.30261
chr1	47250000	47500000	-0.601849
chr1	47500000	47750000	-0.617448
chr1	47750000	48000000	-0.602021
chr1	48000000	48250000	-0.686423
chr1	48250000	48500000	-0.553006
chr1	48500000	48750000	-0.476406
chr1	48750000	49000000	-0.616047
chr1	49000000	49250000	-0.555772
chr1	49250000	49500000	-0.62824
chr1	49500000	49750000	-0.550987
chr1	49750000	50000000	-0.615136
chr1	50000000	50250000	-0.699752
chr1	50250000	50500000	-0.600937
chr1	50500000	50750000	-0.64277
chr1	50750000	51000000	-0.610862
chr1	51000000	51250000	-0.577945
chr1	51250000	51500000	-0.349229
chr1	51500000	51750000	-0.100311
chr1	51750000	52000000	0.044782
chr1	52000000	52250000	0.024594
chr1	52250000	52500000	-0.128548
chr1	52500000	52750000	-0.292956
chr1	52750000	53000000	-0.301982
chr1	53000000	53250000	-0.349346
chr1	53250000	53500000	-0.358143
chr1	53500000	53750000	-0.216403
chr1	53750000	54000000	-0.214104
chr1	54000000	54250000	-0.127221
chr1	54250000	54500000	-0.198613
chr1	54500000	54750000	-0.30934
chr1	54750000	55000000	-0.122557
chr1	55000000	55250000	0.0327777
chr1	55250000	55500000	-0.15737
chr1	55500000	55750000	-0.213527
chr1	55750000	56000000	-0.295885
chr1	56000000	56250000	-0.472756
chr1	56250000	56500000	-0.420887
chr1	56500000	56750000	-0.449556
chr1	56750000	57000000	-0.229585
chr1	57000000	57250000	-0.0245271
chr1	57250000	57500000	0.0449991
chr1	57500000	57750000	0.0156531
chr1	57750000	58000000	0.0221843
chr1	58000000	58250000	0.125969
chr1	58250000	58500000	0.336588
chr1	58500000	58750000	0.215708
chr1	58750000	59000000	0.179713
chr1	59000000	59250000	0.21864
chr1	59250000	59500000	0.107962
chr1	59500000	59750000	0.0934953
chr1	59750000	60000000	-0.00747673
chr1	60000000	60250000	-0.0173561
chr1	60250000	60500000	-0.399317
chr1	60500000	60750000	-0.188958
chr1	60750000	61000000	-0.245477
chr1	61000000	61250000	-0.275489
chr1	61250000	61500000	-0.20712
chr1	61500000	61750000	-0.533112
chr1	61750000	62000000	-0.572578
chr1	62000000	62250000	-0.561102
chr1	62250000	62500000	-0.474684
chr1	62500000	62750000	-0.165462
chr1	62750000	63000000	0.0266658
chr1	63000000	63250000	0.0839655
chr1	63250000	63500000	0.0224882
chr1	63500000	63750000	-0.0406489
chr1	63750000	64000000	-0.0960703
chr1	64000000	64250000	0.134616
chr1	64250000	64500000	-0.00129625
chr1	64500000	64750000	0.105037
chr1	64750000	65000000	0.0671375
chr1	65000000	65250000	-0.139135
chr1	65250000	65500000	-0.270463
chr1	65500000	65750000	-0.536797
chr1	65750000	66000000	-0.423325
chr1	66000000	66250000	-0.508536
chr1	66250000	66500000	-0.533503
chr1	66500000	66750000	-0.212126
chr1	66750000	67000000	-0.170287
chr1	67000000	67250000	-0.273054
chr1	67250000	67500000	-0.443169
chr1	67500000	67750000	-0.518279
chr1	67750000	68000000	-0.550765
chr1	68000000	68250000	-0.63771
chr1	68250000	68500000	-0.572746
chr1	68500000	68750000	-0.490687
chr1	68750000	69000000	-0.576521
chr1	69000000	69250000	-0.53017
chr1	69250000	69500000	-0.356852
chr1	69500000	69750000	-0.31341
chr1	69750000	70000000	-0.36051
chr1	70000000	70250000	-0.544317
chr1	70250000	70500000	-0.554587
chr1	70500000	70750000	-0.624097
chr1	70750000	71000000	-0.446358
chr1	71000000	71250000	-0.345271
chr1	71250000	71500000	-0.335441
chr1	71500000	71750000	-0.0254569
chr1	71750000	72000000	0.0683064
chr1	72000000	72250000	0.244407
chr1	72250000	72500000	0.388079
chr1	72500000	72750000	0.363755
chr1	72750000	73000000	0.34052
chr1	73000000	73250000	0.172234
chr1	73250000	73500000	0.0891695
chr1	73500000	73750000	0.0862951
chr1	73750000	74000000	0.230922
chr1	74000000	74250000	0.378722
chr1	74250000	74500000	0.457022
chr1	74500000	74750000	0.621117
chr1	74750000	75000000	0.591635
chr1	75000000	75250000	0.521902
chr1	75250000	75500000	0.41057
chr1	75500000	75750000	0.231421
chr1	75750000	76000000	-0.0639645
chr1	76000000	76250000	-0.0262844
chr1	76250000	76500000	-0.16337
chr1	76500000	76750000	-0.278108
chr1	76750000	77000000	-0.294535
chr1	77000000	77250000	-0.14614
chr1	77250000	77500000	-0.163974
chr1	77500000	77750000	-0.0964944
chr1	77750000	78000000	-0.116307
chr1	78000000	78250000	-0.016624
chr1	78250000	78500000	0.157846
chr1	78500000	78750000	0.209587
chr1	78750000	79000000	-0.00392374
chr1	79000000	79250000	-0.078308
chr1	79250000	79500000	-0.0948648
chr1	79500000	79750000	0.121389
